 RespId,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10
474497,Very important,Very important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Always/almost always,No,Yes,Yes,No,No,No,Agree,,,Agree,Agree,Agree,Agree,,,,,,,,,,,
474498,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,,,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,Agree,,,,,,,,,,,
474500,Very important,Somewhat important,Somewhat important,Not so important,Very important,Not at all important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474501,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Not so important,Very important,Very important,Not at all important,Somewhat important,Distrust the system,Yes,Mail-in/Absentee ballot,Somewhat closely,Rarely,No,No,No,No,No,No,,,Agree,,Agree,,,,Agree,,Agree,,,,,,,
474502,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,Agree,Agree,Agree,Agree,Agree,,Agree,,,,,,,,,,,
474503,Very important,Very important,Not at all important,Very important,Very important,Very important,Very important,Not at all important,Very important,Very important,,Yes,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,Agree,,,,,,,,,,,
474504,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,Agree,,,,,,,,,,,,
474505,Very important,Very important,Very important,Not at all important,Very important,Somewhat important,Very important,Very important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474506,Very important,Not at all important,Very important,Not so important,Very important,Not so important,Very important,Very important,Very important,Somewhat important,,No,In-person on Election Day,Very closely,Sometimes,Yes,Yes,No,Yes,No,Yes,Agree,,,,Agree,Agree,Agree,,,,Agree,,,,Agree,,,
474507,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
474508,Very important,Not so important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Not at all important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,,,,Agree,,,,,,,,,,,,,,
474509,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474511,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,No,No,No,No,Yes,No,Agree,,,,,,Agree,,,,,,,,,,,
474514,Very important,Somewhat important,Not so important,Not so important,Somewhat important,Not so important,Very important,Very important,Very important,Somewhat important,,3.0,Mail-in/Absentee ballot,Not closely at all,Sometimes,Yes,Yes,Yes,Yes,No,No,,,,,,Agree,,,,,Agree,,,,,,,
474515,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Somewhat important,Not so important,Not at all important,Somewhat important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,,,,Agree,,,,,,,,,,,,,,
474520,Somewhat important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,,No,Mail-in/Absentee ballot,Not closely at all,Rarely,No,No,No,Yes,No,No,,Agree,,,,,,,Agree,Agree,,Agree,,,,,,
474523,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,No,Yes,Yes,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,
474524,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,No,No,No,No,No,No,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
474525,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,,,,,,,,,,,,,,,,
474526,Very important,Somewhat important,Somewhat important,Not at all important,Not so important,Not at all important,Very important,Somewhat important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Not closely at all,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
474527,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
484850,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Agree,,,,,,,,,,,
474528,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Sometimes,Yes,Yes,No,No,No,No,Agree,Agree,Agree,,,,Agree,,,,,,,,,,,
474529,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,Agree,,,,,,,,,,,
474530,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Not so important,Very important,Very important,Very important,Somewhat important,,3.0,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474532,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,
474533,Very important,Not so important,Somewhat important,Very important,Not so important,Very important,Very important,Not so important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Not very closely,Sometimes,No,Yes,No,Yes,No,Yes,Agree,,,,,,,,,,,,,,,Agree,,
474535,Somewhat important,Not so important,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,,3.0,In-person before Election Day,Not very closely,Sometimes,Yes,Yes,Yes,Yes,No,No,Agree,,,,,,,,Agree,,Agree,,,,,Agree,,
474536,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,No,No,No,No,,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474537,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Not so important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
474538,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,
474539,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Not at all important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,
484864,Somewhat important,Not at all important,Not at all important,Not at all important,Somewhat important,Not at all important,Not so important,Very important,Somewhat important,Not so important,,3.0,In-person before Election Day,Not closely at all,Rarely,No,No,No,No,No,Yes,,Agree,,,,,,,Agree,Agree,Agree,Agree,,,,,,
474541,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important,Very important,Don’t know how,Yes,In-person on Election Day,Somewhat closely,Sometimes,Yes,No,Yes,Yes,,,Agree,Agree,,Agree,,Agree,,,,,,,Agree,,,,,
484866,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
474542,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Not so important,Somewhat important,,No,Other,Not very closely,Rarely,No,Yes,No,No,No,No,,Agree,Agree,,,,,,Agree,,Agree,Agree,,,,Agree,,
474544,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
474545,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,,,,,,,,,,,,,,,,
474546,Very important,Not so important,Somewhat important,Not at all important,Very important,Not so important,Very important,Very important,Somewhat important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474547,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Somewhat important,,Yes,In-person before Election Day,Not closely at all,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,Agree,,Agree,,Agree,Agree,,,,,,,,,,,
474548,Very important,Not so important,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,,,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,Agree,,,,Agree,,,,,,,,,,,
474550,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,,,,,,,Agree,,,,,,
474552,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not at all important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
474553,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
484880,Not at all important,Not at all important,Not at all important,Very important,Not so important,Very important,Very important,Not at all important,Not so important,Not so important,Don’t want to,Yes,In-person before Election Day,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,,Agree,,,,,Agree,
474554,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,3.0,In-person before Election Day,Very closely,Always/almost always,No,Yes,No,No,No,No,Agree,Agree,,,Agree,,Agree,,,,,,,,,,,
474555,Somewhat important,Not so important,Somewhat important,Not at all important,Not so important,Not so important,Very important,Very important,Not at all important,Not at all important,,No,Mail-in/Absentee ballot,Very closely,Sometimes,Yes,Yes,No,No,No,No,Agree,,,,,,Agree,,,Agree,,,Agree,,,,,
